Año,Local_ID,Local,Resultado_L,Resultado_V,Visitante_ID,Visitante,Fecha/Grupo,Evento
1977,17,Boca Juniors,2,1,70,Platense,Fecha 39,Metropolitano 1977 
1977,70,Platense,1,2,17,Boca Juniors,Fecha 16,Metropolitano 1977 
1971,70,Platense,2,0,17,Boca Juniors,Fecha 29,Metropolitano 1971 
1971,17,Boca Juniors,1,0,70,Platense,Fecha 10,Metropolitano 1971 
1970,70,Platense,0,0,17,Boca Juniors,Fecha 12,Metropolitano 1970 
1969,17,Boca Juniors,3,1,70,Platense, Fecha 3,Nacional 1969
1968,70,Platense,0,0,17,Boca Juniors, Grupo A,Metropolitano 1968
1968,17,Boca Juniors,2,0,70,Platense, Grupo A,Metropolitano 1968
1967,70,Platense,1,0,17,Boca Juniors, Fecha 5,Nacional 1967
1966,70,Platense,0,2,17,Boca Juniors,Fecha 32,Campeonato 1966 
1966,17,Boca Juniors,3,0,70,Platense,Fecha 13,Campeonato 1966 
1965,70,Platense,3,1,17,Boca Juniors,Fecha 22,Campeonato 1965 
1965,17,Boca Juniors,0,0,70,Platense, Fecha 5,Campeonato 1965
1955,70,Platense,1,1,17,Boca Juniors,Fecha 21,Campeonato 1955 
1955,17,Boca Juniors,3,1,70,Platense, Fecha 6,Campeonato 1955
1954,17,Boca Juniors,2,0,70,Platense,Fecha 20,Campeonato 1954 
1954,70,Platense,2,0,17,Boca Juniors, Fecha 5,Campeonato 1954
1953,70,Platense,1,0,17,Boca Juniors,Fecha 19,Campeonato 1953 
1953,17,Boca Juniors,5,1,70,Platense, Fecha 4,Campeonato 1953
1952,70,Platense,2,2,17,Boca Juniors,Fecha 18,Campeonato 1952 
1952,17,Boca Juniors,6,0,70,Platense, Fecha 3,Campeonato 1952
1951,17,Boca Juniors,2,4,70,Platense,Fecha 22,Campeonato 1951 
1951,70,Platense,1,5,17,Boca Juniors, Fecha 5,Campeonato 1951
1950,17,Boca Juniors,0,0,70,Platense,Fecha 20,Campeonato 1950 
1950,70,Platense,6,3,17,Boca Juniors, Fecha 3,Campeonato 1950
1949,17,Boca Juniors,2,0,70,Platense,Fecha 22,Campeonato 1949 
1949,70,Platense,1,0,17,Boca Juniors, Fecha 5,Campeonato 1949
1948,70,Platense,3,1,17,Boca Juniors,Fecha 22,Campeonato 1948 
1948,17,Boca Juniors,1,2,70,Platense, Fecha 7,Campeonato 1948
1947,70,Platense,1,3,17,Boca Juniors,Fecha 26,Campeonato 1947 
1947,17,Boca Juniors,1,1,70,Platense,Fecha 11,Campeonato 1947 
1946,70,Platense,0,0,17,Boca Juniors,Fecha 24,Campeonato 1946 
1946,17,Boca Juniors,1,0,70,Platense, Fecha 9,Campeonato 1946
1945,70,Platense,1,0,17,Boca Juniors,Fecha 21,Campeonato 1945 
1945,17,Boca Juniors,3,1,70,Platense, Fecha 6,Campeonato 1945
1944,17,Boca Juniors,2,2,70,Platense,Fecha 28,Campeonato 1944 
1944,70,Platense,2,4,17,Boca Juniors,Fecha 13,Campeonato 1944 
1943,17,Boca Juniors,5,1,70,Platense,Fecha 27,Campeonato 1943 
1943,70,Platense,2,2,17,Boca Juniors,Fecha 12,Campeonato 1943 
1942,17,Boca Juniors,3,2,70,Platense,Fecha 21,Campeonato 1942 
1942,70,Platense,1,2,17,Boca Juniors, Fecha 6,Campeonato 1942
1941,17,Boca Juniors,1,2,70,Platense,Fecha 22,Campeonato 1941 
1941,70,Platense,1,1,17,Boca Juniors, Fecha 7,Campeonato 1941
1940,17,Boca Juniors,2,0,70,Platense,Fecha 23,Campeonato 1940 
1940,70,Platense,2,1,17,Boca Juniors, Fecha 6,Campeonato 1940
1939,70,Platense,0,0,17,Boca Juniors,Fecha 22,Campeonato 1939 
1939,17,Boca Juniors,1,1,70,Platense, Fecha 5,Campeonato 1939
1938,17,Boca Juniors,6,1,70,Platense,Fecha 27,Campeonato 1938 
1938,70,Platense,2,0,17,Boca Juniors,Fecha 10,Campeonato 1938 
1937,17,Boca Juniors,1,1,70,Platense,Fecha 27,Campeonato 1937 
1937,70,Platense,1,1,17,Boca Juniors, Fecha 9,Campeonato 1937
1936,17,Boca Juniors,1,1,70,Platense, Fecha 6,Campeonato 1936
1936,70,Platense,0,3,17,Boca Juniors, Fecha 6,Copa de Honor 1936
1935,17,Boca Juniors,6,1,70,Platense,Fecha 31,Campeonato 1935 
1935,70,Platense,0,2,17,Boca Juniors,Fecha 14,Campeonato 1935 
1934,17,Boca Juniors,5,1,70,Platense,Fecha 38,Campeonato 1934 
1934,17,Boca Juniors,3,0,70,Platense,Fecha 22,Campeonato 1934 
1934,70,Platense,1,1,17,Boca Juniors, Fecha 9,Campeonato 1934
1933,17,Boca Juniors,2,2,70,Platense,Fecha 21,Campeonato 1933 
1933,70,Platense,1,0,17,Boca Juniors, Fecha 4,Campeonato 1933
1932,17,Boca Juniors,6,1,70,Platense,Fecha 28,Campeonato 1932 
1932,70,Platense,1,1,17,Boca Juniors,Fecha 11,Campeonato 1932 
1931,70,Platense,3,5,17,Boca Juniors,Fecha 23,Campeonato 1931 
1931,17,Boca Juniors,4,1,70,Platense, Fecha 6,Campeonato 1931
2016,17,Boca Juniors,4,1,71,Quilmes, Fecha 4,Campeonato 2016/17
2015,17,Boca Juniors,2,1,71,Quilmes,Fecha 17,Campeonato 2015 
2014,17,Boca Juniors,1,0,71,Quilmes, Fecha 9,Torneo de Transicion 2014
2014,71,Quilmes,0,0,17,Boca Juniors, Fecha 9,Torneo Final 2014
2013,17,Boca Juniors,2,0,71,Quilmes, Fecha 9,Torneo Inicial 2013
2013,17,Boca Juniors,3,2,71,Quilmes, Fecha 1,Torneo Final 2013
2012,71,Quilmes,3,0,17,Boca Juniors, Fecha 1,Torneo Inicial 2012
2011,71,Quilmes,2,2,17,Boca Juniors,Fecha 17,Torneo Clausura 2011 
2010,17,Boca Juniors,1,0,71,Quilmes,Fecha 17,Torneo Apertura 2010 
2007,71,Quilmes,1,2,17,Boca Juniors,Fecha 15,Torneo Clausura 2007 
2006,17,Boca Juniors,3,1,71,Quilmes,Fecha 15,Torneo Apertura 2006 
2006,17,Boca Juniors,3,1,71,Quilmes, Fecha 9,Torneo Clausura 2006
2005,71,Quilmes,0,4,17,Boca Juniors, Fecha 9,Torneo Apertura 2005
2005,17,Boca Juniors,0,0,71,Quilmes,Fecha 18,Torneo Clausura 2005 
2004,71,Quilmes,0,1,17,Boca Juniors,Fecha 18,Torneo Apertura 2004 
2004,71,Quilmes,2,0,17,Boca Juniors,Fecha 15,Torneo Clausura 2004 
2003,17,Boca Juniors,0,0,71,Quilmes,Fecha 15,Torneo Apertura 2003 
1992,17,Boca Juniors,1,0,71,Quilmes, Fecha 8,Torneo Clausura 1992
1991,71,Quilmes,1,2,17,Boca Juniors, Fecha 8,Torneo Apertura 1991
1982,17,Boca Juniors,1,0,71,Quilmes,Fecha 33,Metropolitano 1982 
1982,71,Quilmes,1,1,17,Boca Juniors,Fecha 14,Metropolitano 1982 
1980,71,Quilmes,2,2,17,Boca Juniors,Fecha 21,Metropolitano 1980 
1980,17,Boca Juniors,2,1,71,Quilmes, Fecha 2,Metropolitano 1980
1978,71,Quilmes,0,0,17,Boca Juniors,Fecha 28,Metropolitano 1978 
1978,17,Boca Juniors,2,1,71,Quilmes, Fecha 7,Metropolitano 1978
1977,71,Quilmes,1,0,17,Boca Juniors,Fecha 38,Metropolitano 1977 
1977,17,Boca Juniors,4,1,71,Quilmes,Fecha 15,Metropolitano 1977 
1977,17,Boca Juniors,0,0,71,Quilmes, Grupo B,Nacional 1977
1977,71,Quilmes,1,1,17,Boca Juniors, Grupo B,Nacional 1977
1976,17,Boca Juniors,1,1,71,Quilmes,da Final,Metropolitano 1976 - R
1976,17,Boca Juniors,0,1,71,Quilmes, Grupo A,Nacional 1976
1976,71,Quilmes,0,1,17,Boca Juniors, Grupo A,Nacional 1976
1970,71,Quilmes,1,1,17,Boca Juniors,Fecha 17,Metropolitano 1970 
1969,17,Boca Juniors,3,0,71,Quilmes,Fecha 11,Nacional 1969 
1967,71,Quilmes,2,1,17,Boca Juniors, Grupo A,Metropolitano 1967
1967,17,Boca Juniors,0,0,71,Quilmes, Grupo A,Metropolitano 1967
1967,17,Boca Juniors,2,0,71,Quilmes, Fecha 3,Nacional 1967
1966,17,Boca Juniors,1,1,71,Quilmes,Fecha 21,Campeonato 1966 
1966,71,Quilmes,0,3,17,Boca Juniors, Fecha 2,Campeonato 1966
1962,71,Quilmes,0,2,17,Boca Juniors,Fecha 28,Campeonato 1962 
1962,17,Boca Juniors,5,1,71,Quilmes,Fecha 13,Campeonato 1962 
1951,17,Boca Juniors,3,3,71,Quilmes,Fecha 33,Campeonato 1951 
1951,71,Quilmes,1,2,17,Boca Juniors,Fecha 16,Campeonato 1951 
1950,17,Boca Juniors,4,0,71,Quilmes,Fecha 29,Campeonato 1950 
1950,71,Quilmes,1,1,17,Boca Juniors,Fecha 12,Campeonato 1950 
1937,17,Boca Juniors,7,3,71,Quilmes,Fecha 33,Campeonato 1937 
1937,71,Quilmes,1,2,17,Boca Juniors,Fecha 15,Campeonato 1937 
1936,17,Boca Juniors,3,0,71,Quilmes, Fecha 8,Campeonato 1936
1936,71,Quilmes,1,1,17,Boca Juniors, Fecha 8,Copa de Honor 1936
1935,71,Quilmes,0,5,17,Boca Juniors,Fecha 24,Campeonato 1935 
1935,17,Boca Juniors,5,1,71,Quilmes, Fecha 7,Campeonato 1935
1933,71,Quilmes,0,0,17,Boca Juniors,Fecha 20,Campeonato 1933 
1933,17,Boca Juniors,4,0,71,Quilmes, Fecha 3,Campeonato 1933
1932,17,Boca Juniors,7,0,71,Quilmes,Fecha 27,Campeonato 1932 
1932,71,Quilmes,0,3,17,Boca Juniors,Fecha 10,Campeonato 1932 
1931,71,Quilmes,1,2,17,Boca Juniors,Fecha 20,Campeonato 1931 
1931,17,Boca Juniors,5,1,71,Quilmes, Fecha 3,Campeonato 1931
1989,72,Racing (C),1,0,17,Boca Juniors,Fecha 38,Campeonato 1989/90 
1989,17,Boca Juniors,1,1,72,Racing (C),Fecha 19,Campeonato 1989/90 
1988,72,Racing (C),2,1,17,Boca Juniors,Fecha 33,Campeonato 1988/89 
1988,17,Boca Juniors,2,1,72,Racing (C),Fecha 14,Campeonato 1988/89 
1987,72,Racing (C),2,0,17,Boca Juniors,Fecha 25,Campeonato 1987/88 
1987,17,Boca Juniors,2,0,72,Racing (C), Fecha 6,Campeonato 1987/88
1986,17,Boca Juniors,3,2,72,Racing (C),Fecha 22,Campeonato 1986/87  
1986,72,Racing (C),1,1,17,Boca Juniors, Fecha 3,Campeonato 1986/87 
1985,72,Racing (C),0,1,17,Boca Juniors,Fecha 20,Campeonato 1985/86  
1985,17,Boca Juniors,3,1,72,Racing (C), Fecha 1,Campeonato 1985/86 
1984,72,Racing (C),2,1,17,Boca Juniors,Fecha 26,Metropolitano 1984 
1984,17,Boca Juniors,0,0,72,Racing (C), Fecha 7,Metropolitano 1984
1983,72,Racing (C),2,2,17,Boca Juniors,Fecha 21,Metropolitano 1983 
1983,17,Boca Juniors,1,3,72,Racing (C), Fecha 2,Metropolitano 1983
1982,17,Boca Juniors,3,1,72,Racing (C),Fecha 37,Metropolitano 1982 
1982,72,Racing (C),1,1,17,Boca Juniors,Fecha 18,Metropolitano 1982 
2019,17,Boca Juniors,0,1,73,Racing Club,Fecha 10,Superliga 2019/20 
2018,73,Racing Club,2,2,17,Boca Juniors, Fecha 8,Superliga 2018/19
2017,17,Boca Juniors,1,2,73,Racing Club, Fecha 9,Superliga 2017/18
2016,17,Boca Juniors,4,2,73,Racing Club,Fecha 12,Campeonato 2016/17 
2016,73,Racing Club,1,0,17,Boca Juniors, Fecha 5,Torneo 2016
2015,73,Racing Club,3,1,17,Boca Juniors,Fecha 28,Campeonato 2015 
2014,17,Boca Juniors,1,2,73,Racing Club, Fecha 7,Torneo de Transicion 2014
2014,73,Racing Club,1,2,17,Boca Juniors, Fecha 7,Torneo Final 2014
2013,17,Boca Juniors,2,0,73,Racing Club, Fecha 7,Torneo Inicial 2013
2013,73,Racing Club,2,0,17,Boca Juniors,Fecha 17,Torneo Final 2013 
2012,17,Boca Juniors,3,1,73,Racing Club,Fecha 17,Torneo Inicial 2012 
2012,73,Racing Club,0,2,17,Boca Juniors,Fecha 15,Torneo Clausura 2012 
2011,17,Boca Juniors,0,0,73,Racing Club,Fecha 15,Torneo Apertura 2011 
2011,73,Racing Club,0,1,17,Boca Juniors, Fecha 2,Torneo Clausura 2011
2010,17,Boca Juniors,1,2,73,Racing Club, Fecha 2,Torneo Apertura 2010
2010,17,Boca Juniors,1,2,73,Racing Club, Fecha 8,Torneo Clausura 2010
2009,73,Racing Club,1,2,17,Boca Juniors, Fecha 8,Torneo Apertura 2009
2009,73,Racing Club,3,0,17,Boca Juniors,Fecha 17,Torneo Clausura 2009 
2008,17,Boca Juniors,2,1,73,Racing Club,Fecha 17,Torneo Apertura 2008 
2008,17,Boca Juniors,2,1,73,Racing Club,Fecha 15,Torneo Clausura 2008 
2007,73,Racing Club,0,3,17,Boca Juniors,Fecha 15,Torneo Apertura 2007 
2007,17,Boca Juniors,2,2,73,Racing Club,Fecha 12,Torneo Clausura 2007 
2006,73,Racing Club,0,0,17,Boca Juniors,Fecha 12,Torneo Apertura 2006 
2006,73,Racing Club,0,3,17,Boca Juniors, Fecha 8,Torneo Clausura 2006
2005,17,Boca Juniors,2,0,73,Racing Club, Fecha 8,Torneo Apertura 2005
2005,73,Racing Club,1,0,17,Boca Juniors, Fecha 4,Torneo Clausura 2005
2004,17,Boca Juniors,2,1,73,Racing Club, Fecha 4,Torneo Apertura 2004
2004,17,Boca Juniors,4,1,73,Racing Club, Fecha 6,Torneo Clausura 2004
2003,73,Racing Club,1,4,17,Boca Juniors, Fecha 6,Torneo Apertura 2003
2003,73,Racing Club,0,1,17,Boca Juniors, Fecha 9,Torneo Clausura 2003
2002,17,Boca Juniors,3,4,73,Racing Club, Fecha 9,Torneo Apertura 2002
2002,73,Racing Club,2,1,17,Boca Juniors,Fecha 15,Torneo Clausura 2002 
2001,17,Boca Juniors,3,1,73,Racing Club,Fecha 15,Torneo Apertura 2001 
2001,73,Racing Club,2,1,17,Boca Juniors, Fecha 5,Torneo Clausura 2001
2000,17,Boca Juniors,1,1,73,Racing Club, Fecha 5,Torneo Apertura 2000
2000,73,Racing Club,1,1,17,Boca Juniors, Fecha 2,Torneo Clausura 2000
1999,17,Boca Juniors,1,1,73,Racing Club, Fecha 2,Torneo Apertura 1999
1999,17,Boca Juniors,4,0,73,Racing Club, Fecha 8,Torneo Clausura 1999
1998,73,Racing Club,1,1,17,Boca Juniors, Fecha 8,Torneo Apertura 1998
1998,73,Racing Club,0,2,17,Boca Juniors,Fecha 17,Torneo Clausura 1998 
1997,17,Boca Juniors,0,0,73,Racing Club,Fecha 17,Torneo Apertura 1997 
1997,17,Boca Juniors,3,2,73,Racing Club,Fecha 16,Torneo Clausura 1997 
1996,73,Racing Club,4,2,17,Boca Juniors,Fecha 16,Torneo Apertura 1996 
1996,73,Racing Club,1,0,17,Boca Juniors,Fecha 17,Torneo Clausura 1996 
1995,17,Boca Juniors,4,6,73,Racing Club,Fecha 17,Torneo Apertura 1995 
1995,17,Boca Juniors,0,1,73,Racing Club, Fecha 8,Torneo Clausura 1995
1994,73,Racing Club,0,0,17,Boca Juniors, Fecha 8,Torneo Apertura 1994
1994,73,Racing Club,0,3,17,Boca Juniors,Fecha 18,Torneo Clausura 1994 
1993,17,Boca Juniors,6,0,73,Racing Club,Fecha 18,Torneo Apertura 1993 
1993,17,Boca Juniors,1,0,73,Racing Club,Fecha 16,Torneo Clausura 1993 
1992,73,Racing Club,1,1,17,Boca Juniors,Fecha 16,Torneo Apertura 1992 
1992,73,Racing Club,0,0,17,Boca Juniors,Fecha 14,Torneo Clausura 1992 
1991,17,Boca Juniors,0,0,73,Racing Club,Fecha 14,Torneo Apertura 1991 
1991,73,Racing Club,0,0,17,Boca Juniors,rtadores,Torneo Clausura 1991 - Liguilla Li
1991,17,Boca Juniors,1,1,73,Racing Club,rtadores,Torneo Clausura 1991 - Liguilla Li
1991,17,Boca Juniors,6,1,73,Racing Club,Fecha 14,Torneo Clausura 1991 
1990,73,Racing Club,0,1,17,Boca Juniors,Fecha 14,Campeonato 1990/91 
1989,17,Boca Juniors,2,1,73,Racing Club,Fecha 35,Campeonato 1989/90 
1989,73,Racing Club,1,1,17,Boca Juniors,Fecha 16,Campeonato 1989/90 
1988,17,Boca Juniors,1,1,73,Racing Club,Fecha 38,Campeonato 1988/89 
1988,73,Racing Club,0,0,17,Boca Juniors,Fecha 19,Campeonato 1988/89 
1987,17,Boca Juniors,2,1,73,Racing Club,Fecha 23,Campeonato 1987/88 
1987,73,Racing Club,6,0,17,Boca Juniors, Fecha 4,Campeonato 1987/88
1986,17,Boca Juniors,1,0,73,Racing Club,Fecha 27,Campeonato 1986/87  
1986,73,Racing Club,1,0,17,Boca Juniors, Fecha 8,Campeonato 1986/87 
1983,73,Racing Club,1,3,17,Boca Juniors,Fecha 31,Metropolitano 1983 
1983,17,Boca Juniors,2,2,73,Racing Club,Fecha 12,Metropolitano 1983 
1983,73,Racing Club,2,0,17,Boca Juniors,Nacional,Torneo Nacional 1983 - Torne
1983,17,Boca Juniors,2,0,73,Racing Club,Nacional,Torneo Nacional 1983 - Torne
1982,73,Racing Club,1,3,17,Boca Juniors,Fecha 32,Metropolitano 1982 
1982,17,Boca Juniors,2,1,73,Racing Club,Fecha 13,Metropolitano 1982 
1981,17,Boca Juniors,1,1,73,Racing Club,Fecha 34,Metropolitano 1981 
1981,73,Racing Club,1,1,17,Boca Juniors,Fecha 17,Metropolitano 1981 
1980,73,Racing Club,0,0,17,Boca Juniors,Fecha 34,Metropolitano 1980 
1980,17,Boca Juniors,1,1,73,Racing Club,Fecha 15,Metropolitano 1980 
1978,17,Boca Juniors,3,2,73,Racing Club,Fecha 37,Metropolitano 1978 
1978,73,Racing Club,1,2,17,Boca Juniors,Fecha 16,Metropolitano 1978 
1977,17,Boca Juniors,2,1,73,Racing Club,Fecha 41,Metropolitano 1977 
1977,73,Racing Club,0,3,17,Boca Juniors,Fecha 18,Metropolitano 1977 
1975,73,Racing Club,3,4,17,Boca Juniors,Fecha 28,Metropolitano 1975 
1975,17,Boca Juniors,1,2,73,Racing Club, Fecha 9,Metropolitano 1975
1973,17,Boca Juniors,1,1,73,Racing Club,Fecha 31,Metropolitano 1973 
1973,73,Racing Club,0,2,17,Boca Juniors,Fecha 14,Metropolitano 1973 
1972,73,Racing Club,3,1,17,Boca Juniors,Fecha 21,Metropolitano 1972 
1972,17,Boca Juniors,1,0,73,Racing Club, Fecha 4,Metropolitano 1972
1972,73,Racing Club,2,3,17,Boca Juniors, Grupo B,Nacional 1972
1971,17,Boca Juniors,2,0,73,Racing Club,Fecha 31,Metropolitano 1971 
1971,73,Racing Club,1,2,17,Boca Juniors,Fecha 12,Metropolitano 1971 
1971,73,Racing Club,0,2,17,Boca Juniors, Grupo B,Nacional 1971
1970,17,Boca Juniors,0,0,73,Racing Club,Fecha 11,Metropolitano 1970 
1969,73,Racing Club,1,2,17,Boca Juniors, Fecha 8,Nacional 1969
1968,73,Racing Club,1,1,17,Boca Juniors, Grupo A,Metropolitano 1968
1968,17,Boca Juniors,3,1,73,Racing Club, Grupo A,Metropolitano 1968
1968,17,Boca Juniors,0,0,73,Racing Club, Fecha 2,Nacional 1968
1967,17,Boca Juniors,0,0,73,Racing Club, Grupo A,Metropolitano 1967
1967,73,Racing Club,2,1,17,Boca Juniors, Grupo A,Metropolitano 1967
1967,17,Boca Juniors,1,1,73,Racing Club,Fecha 11,Nacional 1967 
1966,73,Racing Club,3,2,17,Boca Juniors,Fecha 35,Campeonato 1966 
1966,17,Boca Juniors,0,0,73,Racing Club,Fecha 16,Campeonato 1966 
1965,73,Racing Club,0,0,17,Boca Juniors,Fecha 27,Campeonato 1965 
1965,17,Boca Juniors,1,0,73,Racing Club,Fecha 10,Campeonato 1965 
1964,73,Racing Club,1,0,17,Boca Juniors,Fecha 20,Campeonato 1964 
1964,17,Boca Juniors,3,1,73,Racing Club, Fecha 5,Campeonato 1964
1963,17,Boca Juniors,1,1,73,Racing Club,Fecha 24,Campeonato 1963 
1963,73,Racing Club,2,0,17,Boca Juniors,Fecha 11,Campeonato 1963 
1962,73,Racing Club,0,1,17,Boca Juniors,Fecha 24,Campeonato 1962 
1962,17,Boca Juniors,3,0,73,Racing Club, Fecha 9,Campeonato 1962
1961,73,Racing Club,3,1,17,Boca Juniors,Fecha 17,Campeonato 1961 
1961,17,Boca Juniors,0,1,73,Racing Club, Fecha 2,Campeonato 1961
1960,17,Boca Juniors,1,0,73,Racing Club,Fecha 20,Campeonato 1960 
1960,73,Racing Club,0,0,17,Boca Juniors, Fecha 5,Campeonato 1960
1959,17,Boca Juniors,3,1,73,Racing Club,Fecha 25,Campeonato 1959 
1959,73,Racing Club,3,1,17,Boca Juniors,Fecha 10,Campeonato 1959 
1958,73,Racing Club,1,2,17,Boca Juniors,Fecha 20,Campeonato 1958 
1958,17,Boca Juniors,1,1,73,Racing Club, Fecha 5,Campeonato 1958
1957,17,Boca Juniors,3,0,73,Racing Club,Fecha 26,Campeonato 1957 
1957,73,Racing Club,2,0,17,Boca Juniors,Fecha 11,Campeonato 1957 
1956,73,Racing Club,1,0,17,Boca Juniors,Fecha 20,Campeonato 1956 
1956,17,Boca Juniors,1,1,73,Racing Club, Fecha 5,Campeonato 1956
1955,17,Boca Juniors,3,1,73,Racing Club,Fecha 27,Campeonato 1955 
1955,73,Racing Club,1,1,17,Boca Juniors,Fecha 12,Campeonato 1955 
1954,73,Racing Club,1,2,17,Boca Juniors,Fecha 24,Campeonato 1954 
1954,17,Boca Juniors,2,0,73,Racing Club, Fecha 9,Campeonato 1954
1953,17,Boca Juniors,3,1,73,Racing Club,Fecha 21,Campeonato 1953 
1953,73,Racing Club,1,0,17,Boca Juniors, Fecha 6,Campeonato 1953
1952,17,Boca Juniors,3,3,73,Racing Club,Fecha 17,Campeonato 1952 
1952,73,Racing Club,1,0,17,Boca Juniors, Fecha 2,Campeonato 1952
1951,73,Racing Club,1,2,17,Boca Juniors,Fecha 30,Campeonato 1951 
1951,17,Boca Juniors,1,1,73,Racing Club,Fecha 13,Campeonato 1951 
1950,17,Boca Juniors,1,0,73,Racing Club,Fecha 18,Campeonato 1950 
1950,73,Racing Club,2,0,17,Boca Juniors, Fecha 1,Campeonato 1950
1949,17,Boca Juniors,1,2,73,Racing Club,Fecha 28,Campeonato 1949 
1949,73,Racing Club,6,2,17,Boca Juniors,Fecha 11,Campeonato 1949 
1948,73,Racing Club,0,1,17,Boca Juniors,Fecha 16,Campeonato 1948 
1948,17,Boca Juniors,1,4,73,Racing Club, Fecha 1,Campeonato 1948
1947,17,Boca Juniors,1,1,73,Racing Club,Fecha 19,Campeonato 1947 
1947,73,Racing Club,1,2,17,Boca Juniors, Fecha 4,Campeonato 1947
1946,73,Racing Club,4,1,17,Boca Juniors,Fecha 20,Campeonato 1946 
1946,17,Boca Juniors,4,1,73,Racing Club, Fecha 5,Campeonato 1946
1945,73,Racing Club,1,3,17,Boca Juniors,Fecha 16,Campeonato 1945 
1945,17,Boca Juniors,2,1,73,Racing Club, Fecha 1,Campeonato 1945
1944,17,Boca Juniors,3,0,73,Racing Club,Fecha 30,Campeonato 1944 
1944,73,Racing Club,1,1,17,Boca Juniors,Fecha 15,Campeonato 1944 
1943,17,Boca Juniors,4,2,73,Racing Club,Fecha 16,Campeonato 1943 
1943,73,Racing Club,1,3,17,Boca Juniors, Fecha 1,Campeonato 1943
1942,17,Boca Juniors,6,0,73,Racing Club,Fecha 17,Campeonato 1942 
1942,73,Racing Club,1,0,17,Boca Juniors, Fecha 2,Campeonato 1942
1941,73,Racing Club,1,2,17,Boca Juniors,Fecha 19,Campeonato 1941 
1941,17,Boca Juniors,1,4,73,Racing Club, Fecha 4,Campeonato 1941
1940,73,Racing Club,3,1,17,Boca Juniors,Fecha 24,Campeonato 1940 
1940,17,Boca Juniors,4,1,73,Racing Club, Fecha 7,Campeonato 1940
1939,73,Racing Club,1,0,17,Boca Juniors,Fecha 29,Campeonato 1939 
1939,17,Boca Juniors,1,0,73,Racing Club,Fecha 12,Campeonato 1939 
1938,17,Boca Juniors,1,2,73,Racing Club,Fecha 22,Campeonato 1938 
1938,73,Racing Club,3,2,17,Boca Juniors, Fecha 5,Campeonato 1938
1937,17,Boca Juniors,7,1,73,Racing Club,Fecha 22,Campeonato 1937 
1937,73,Racing Club,3,4,17,Boca Juniors, Fecha 4,Campeonato 1937
1936,17,Boca Juniors,1,2,73,Racing Club,Fecha 17,Campeonato 1936 
1936,73,Racing Club,0,1,17,Boca Juniors,Fecha 17,Copa de Honor 1936 
1935,17,Boca Juniors,3,2,73,Racing Club,Fecha 25,Campeonato 1935 
1935,73,Racing Club,2,4,17,Boca Juniors, Fecha 8,Campeonato 1935
1934,73,Racing Club,2,1,17,Boca Juniors,Fecha 37,Campeonato 1934 
1934,73,Racing Club,1,2,17,Boca Juniors,Fecha 23,Campeonato 1934 
1934,17,Boca Juniors,0,3,73,Racing Club,Fecha 10,Campeonato 1934 
1933,73,Racing Club,1,0,17,Boca Juniors,Fecha 18,Campeonato 1933 
1933,17,Boca Juniors,0,1,73,Racing Club, Fecha 1,Campeonato 1933
1932,73,Racing Club,0,1,17,Boca Juniors,Fecha 33,Campeonato 1932 
1932,17,Boca Juniors,1,1,73,Racing Club,Fecha 16,Campeonato 1932 
1931,17,Boca Juniors,0,1,73,Racing Club,Fecha 26,Campeonato 1931 
1931,73,Racing Club,1,2,17,Boca Juniors, Fecha 9,Campeonato 1931
2019,75,River Plate,0,0,17,Boca Juniors, Fecha 5,Superliga 2019/20
2018,17,Boca Juniors,0,2,75,River Plate, Fecha 6,Superliga 2018/19
2017,75,River Plate,1,2,17,Boca Juniors, Fecha 8,Superliga 2017/18
2016,17,Boca Juniors,1,3,75,River Plate,Fecha 24,Campeonato 2016/17 
2016,75,River Plate,2,4,17,Boca Juniors,Fecha 13,Campeonato 2016/17 
2016,17,Boca Juniors,0,0,75,River Plate,Fecha 12,Torneo 2016 
2016,75,River Plate,0,0,17,Boca Juniors, Fecha 6,Torneo 2016
2015,75,River Plate,0,1,17,Boca Juniors,Fecha 24,Campeonato 2015 
2015,17,Boca Juniors,2,0,75,River Plate,Fecha 11,Campeonato 2015 
2014,75,River Plate,1,1,17,Boca Juniors,Fecha 10,Torneo de Transicion 2014 
2014,17,Boca Juniors,1,2,75,River Plate,Fecha 10,Torneo Final 2014 
2013,75,River Plate,0,1,17,Boca Juniors,Fecha 10,Torneo Inicial 2013 
2013,17,Boca Juniors,1,1,75,River Plate,Fecha 12,Torneo Final 2013 
2012,75,River Plate,2,2,17,Boca Juniors,Fecha 12,Torneo Inicial 2012 
2011,17,Boca Juniors,2,0,75,River Plate,Fecha 14,Torneo Clausura 2011 
2010,75,River Plate,1,0,17,Boca Juniors,Fecha 14,Torneo Apertura 2010 
2010,17,Boca Juniors,2,0,75,River Plate,Fecha 10,Torneo Clausura 2010 
2009,75,River Plate,1,1,17,Boca Juniors,Fecha 10,Torneo Apertura 2009 
2009,17,Boca Juniors,1,1,75,River Plate,Fecha 10,Torneo Clausura 2009 
2008,75,River Plate,0,1,17,Boca Juniors,Fecha 10,Torneo Apertura 2008 
2008,17,Boca Juniors,1,0,75,River Plate,Fecha 13,Torneo Clausura 2008 
2007,75,River Plate,2,0,17,Boca Juniors,Fecha 13,Torneo Apertura 2007 
2007,17,Boca Juniors,1,1,75,River Plate,Fecha 10,Torneo Clausura 2007 
